yr,resid_curr,resid_regis,pop_mig
2008,Guizhou,Henan,16809
2009,Guizhou,Henan,18348
2010,Guizhou,Henan,20805
2011,Guizhou,Henan,20789
2012,Guizhou,Henan,21811
2013,Guizhou,Henan,22496
2014,Guizhou,Henan,23176
2004,Guizhou,Hubei,14115
2005,Guizhou,Hubei,15113
2006,Guizhou,Hubei,17611
2007,Guizhou,Hubei,20313
2008,Guizhou,Hubei,23345
2009,Guizhou,Hubei,26120
2010,Guizhou,Hubei,30279
2011,Guizhou,Hubei,30690
2012,Guizhou,Hubei,32693
2013,Guizhou,Hubei,34277
2014,Guizhou,Hubei,35938
2004,Guizhou,Hunan,62330
2005,Guizhou,Hunan,66738
2006,Guizhou,Hunan,70120
2007,Guizhou,Hunan,73427
2008,Guizhou,Hunan,77057
2009,Guizhou,Hunan,79124
2010,Guizhou,Hunan,84535
2011,Guizhou,Hunan,84052
2012,Guizhou,Hunan,87707
2013,Guizhou,Hunan,89930
2014,Guizhou,Hunan,92045
2004,Guizhou,Guangdong,7827
2005,Guizhou,Guangdong,8380
2006,Guizhou,Guangdong,9209
2007,Guizhou,Guangdong,10081
2008,Guizhou,Guangdong,11053
2009,Guizhou,Guangdong,11852
2010,Guizhou,Guangdong,13217
2011,Guizhou,Guangdong,22681
2012,Guizhou,Guangdong,34580
2013,Guizhou,Guangdong,47778
2014,Guizhou,Guangdong,62855
2004,Guizhou,Guangxi,14674
2005,Guizhou,Guangxi,15712
2006,Guizhou,Guangxi,16416
2007,Guizhou,Guangxi,17090
2008,Guizhou,Guangxi,17827
2009,Guizhou,Guangxi,18191
2010,Guizhou,Guangxi,19308
2011,Guizhou,Guangxi,20127
2012,Guizhou,Guangxi,22065
2013,Guizhou,Guangxi,23824
2014,Guizhou,Guangxi,25743
2004,Guizhou,Hainan,279
2005,Guizhou,Hainan,299
2006,Guizhou,Hainan,447
2007,Guizhou,Hainan,612
2008,Guizhou,Hainan,799
2009,Guizhou,Hainan,985
2010,Guizhou,Hainan,1235
2011,Guizhou,Hainan,1295
2012,Guizhou,Hainan,1429
2013,Guizhou,Hainan,1552
2014,Guizhou,Hainan,1687
2004,Guizhou,Chongqing,55622
2005,Guizhou,Chongqing,59555
2006,Guizhou,Chongqing,63388
2007,Guizhou,Chongqing,67259
2008,Guizhou,Chongqing,71539
2009,Guizhou,Chongqing,74470
2010,Guizhou,Chongqing,80679
2011,Guizhou,Chongqing,76872
2012,Guizhou,Chongqing,76387
2013,Guizhou,Chongqing,74002
2014,Guizhou,Chongqing,70849
2004,Guizhou,Sichuan,117114
2005,Guizhou,Sichuan,125395
2006,Guizhou,Sichuan,131068
2007,Guizhou,Sichuan,136514
2008,Guizhou,Sichuan,142467
2009,Guizhou,Sichuan,145444
2010,Guizhou,Sichuan,154457
2011,Guizhou,Sichuan,149734
2012,Guizhou,Sichuan,151850
2013,Guizhou,Sichuan,150738
2014,Guizhou,Sichuan,148666
2004,Guizhou,Yunnan,16351
2005,Guizhou,Yunnan,17507
2006,Guizhou,Yunnan,19581
2007,Guizhou,Yunnan,21787
2008,Guizhou,Yunnan,24253
2009,Guizhou,Yunnan,26376
2010,Guizhou,Yunnan,29805
2011,Guizhou,Yunnan,30321
2012,Guizhou,Yunnan,32424
2013,Guizhou,Yunnan,34132
2014,Guizhou,Yunnan,35938
2004,Guizhou,Tibet,140
2005,Guizhou,Tibet,150
2006,Guizhou,Tibet,171
2007,Guizhou,Tibet,193
2008,Guizhou,Tibet,218
2009,Guizhou,Tibet,240
2010,Guizhou,Tibet,274
2011,Guizhou,Tibet,300
2012,Guizhou,Tibet,345
2013,Guizhou,Tibet,390
2014,Guizhou,Tibet,440
2004,Guizhou,Shaanxi,1957
2005,Guizhou,Shaanxi,2095
2006,Guizhou,Shaanxi,2911
2007,Guizhou,Shaanxi,3816
2008,Guizhou,Shaanxi,4836
2009,Guizhou,Shaanxi,5847
2010,Guizhou,Shaanxi,7219
2011,Guizhou,Shaanxi,6814
2012,Guizhou,Shaanxi,6695
2013,Guizhou,Shaanxi,6395
2014,Guizhou,Shaanxi,6014
2004,Guizhou,Gansu,1258
2005,Guizhou,Gansu,1347
2006,Guizhou,Gansu,1501
2007,Guizhou,Gansu,1664
2008,Guizhou,Gansu,1847
2009,Guizhou,Gansu,2003
2010,Guizhou,Gansu,2257
2011,Guizhou,Gansu,2150
2012,Guizhou,Gansu,2136
2013,Guizhou,Gansu,2069
2014,Guizhou,Gansu,1980
2004,Guizhou,Qinghai,140
2005,Guizhou,Qinghai,150
2006,Guizhou,Qinghai,294
2007,Guizhou,Qinghai,455
2008,Guizhou,Qinghai,637
2009,Guizhou,Qinghai,824
2010,Guizhou,Qinghai,1067
2011,Guizhou,Qinghai,991
2012,Guizhou,Qinghai,954
2013,Guizhou,Qinghai,888
2014,Guizhou,Qinghai,807
2004,Guizhou,Ningxia,279
2005,Guizhou,Ningxia,299
2006,Guizhou,Ningxia,291
2007,Guizhou,Ningxia,279
2008,Guizhou,Ningxia,266
2009,Guizhou,Ningxia,244
2010,Guizhou,Ningxia,229
2011,Guizhou,Ningxia,222
2012,Guizhou,Ningxia,225
2013,Guizhou,Ningxia,223
2014,Guizhou,Ningxia,220
2004,Guizhou,Xinjiang,1258
2005,Guizhou,Xinjiang,1347
2006,Guizhou,Xinjiang,1297
2007,Guizhou,Xinjiang,1231
2008,Guizhou,Xinjiang,1154
2009,Guizhou,Xinjiang,1039
2010,Guizhou,Xinjiang,948
2011,Guizhou,Xinjiang,1071
2012,Guizhou,Xinjiang,1266
2013,Guizhou,Xinjiang,1464
2014,Guizhou,Xinjiang,1687
2004,Hainan,Beijing,1158
2005,Hainan,Beijing,1197
2006,Hainan,Beijing,1300
2007,Hainan,Beijing,1409
2008,Hainan,Beijing,1529
2009,Hainan,Beijing,1625
2010,Hainan,Beijing,1797
2011,Hainan,Beijing,1743
2012,Hainan,Beijing,1785
2013,Hainan,Beijing,1806
2014,Hainan,Beijing,1834
2004,Hainan,Tianjin,579
2005,Hainan,Tianjin,599
2006,Hainan,Tianjin,704
2007,Hainan,Tianjin,814
2008,Hainan,Tianjin,935
2009,Hainan,Tianjin,1044
2010,Hainan,Tianjin,1205
2011,Hainan,Tianjin,1155
2012,Hainan,Tianjin,1168
2013,Hainan,Tianjin,1168
2014,Hainan,Tianjin,1173
2004,Hainan,Hebei,2315
2005,Hainan,Hebei,2394
2006,Hainan,Hebei,2806
2007,Hainan,Hebei,3241
2008,Hainan,Hebei,3719
2009,Hainan,Hebei,4146
2010,Hainan,Hebei,4781
2011,Hainan,Hebei,5636
2012,Hainan,Hebei,6747
2013,Hainan,Hebei,7768
2014,Hainan,Hebei,8801
2004,Hainan,Shanxi,723
2005,Hainan,Shanxi,748
2006,Hainan,Shanxi,1158
2007,Hainan,Shanxi,1593
2008,Hainan,Shanxi,2065
2009,Hainan,Shanxi,2520
2010,Hainan,Shanxi,3118
2011,Hainan,Shanxi,3522
2012,Hainan,Shanxi,4092
2013,Hainan,Shanxi,4609
2014,Hainan,Shanxi,5134
2004,Hainan,Neimenggu,1592
2005,Hainan,Neimenggu,1646
2006,Hainan,Neimenggu,1999
2007,Hainan,Neimenggu,2372
2008,Hainan,Neimenggu,2780
2009,Hainan,Neimenggu,3153
2010,Hainan,Neimenggu,3689
2011,Hainan,Neimenggu,3722
2012,Hainan,Neimenggu,3951
2013,Hainan,Neimenggu,4133
2014,Hainan,Neimenggu,4327
2004,Hainan,Liaoning,3618
2005,Hainan,Liaoning,3741
2006,Hainan,Liaoning,3957
2007,Hainan,Liaoning,4180
2008,Hainan,Liaoning,4434
2009,Hainan,Liaoning,4610
2010,Hainan,Liaoning,4995
2011,Hainan,Liaoning,5602
2012,Hainan,Liaoning,6475
2013,Hainan,Liaoning,7265
2014,Hainan,Liaoning,8068
2004,Hainan,Jilin,3038
2005,Hainan,Jilin,3142
2006,Hainan,Jilin,3576
2007,Hainan,Jilin,4034
2008,Hainan,Jilin,4538
2009,Hainan,Jilin,4976
2010,Hainan,Jilin,5658
2011,Hainan,Jilin,6091
2012,Hainan,Jilin,6826
2013,Hainan,Jilin,7475
2014,Hainan,Jilin,8141
2004,Hainan,Heilongjiang,8827
2005,Hainan,Heilongjiang,9128
2006,Hainan,Heilongjiang,9697
2007,Hainan,Heilongjiang,10287
2008,Hainan,Heilongjiang,10955
2009,Hainan,Heilongjiang,11433
2010,Hainan,Heilongjiang,12431
2011,Hainan,Heilongjiang,14057
2012,Hainan,Heilongjiang,16347
2013,Hainan,Heilongjiang,18425
2014,Hainan,Heilongjiang,20536
2004,Hainan,Shanghai,723
2005,Hainan,Shanghai,748
2006,Hainan,Shanghai,796
2007,Hainan,Shanghai,845
2008,Hainan,Shanghai,901
2009,Hainan,Shanghai,942
2010,Hainan,Shanghai,1025
2011,Hainan,Shanghai,971
2012,Hainan,Shanghai,971
2013,Hainan,Shanghai,960
2014,Hainan,Shanghai,953
2004,Hainan,Jiangsu,2894
2005,Hainan,Jiangsu,2993
2006,Hainan,Jiangsu,3560
2007,Hainan,Jiangsu,4159
2008,Hainan,Jiangsu,4816
2009,Hainan,Jiangsu,5408
2010,Hainan,Jiangsu,6276
2011,Hainan,Jiangsu,6120
2012,Hainan,Jiangsu,6298
2013,Hainan,Jiangsu,6402
2014,Hainan,Jiangsu,6528
2004,Hainan,Zhejiang,4630
2005,Hainan,Zhejiang,4788
2006,Hainan,Zhejiang,5354
2007,Hainan,Zhejiang,5948
2008,Hainan,Zhejiang,6605
2009,Hainan,Zhejiang,7162
2010,Hainan,Zhejiang,8065
2011,Hainan,Zhejiang,7895
2012,Hainan,Zhejiang,8154
2013,Hainan,Zhejiang,8317
2014,Hainan,Zhejiang,8508
2004,Hainan,Anhui,8104
2005,Hainan,Anhui,8380
2006,Hainan,Anhui,9194
2007,Hainan,Anhui,10046
2008,Hainan,Anhui,10995
2009,Hainan,Anhui,11767
2010,Hainan,Anhui,13098
2011,Hainan,Anhui,12777
2012,Hainan,Anhui,13153
2013,Hainan,Anhui,13374
2014,Hainan,Anhui,13642
2004,Hainan,Fujian,6512
2005,Hainan,Fujian,6734
2006,Hainan,Fujian,7700
2007,Hainan,Fujian,8717
2008,Hainan,Fujian,9838
2009,Hainan,Fujian,10816
2010,Hainan,Fujian,12328
2011,Hainan,Fujian,11745
2012,Hainan,Fujian,11817
2013,Hainan,Fujian,11753
2014,Hainan,Fujian,11735
2004,Hainan,Jiangxi,12445
2005,Hainan,Jiangxi,12869
2006,Hainan,Jiangxi,13980
2007,Hainan,Jiangxi,15140
2008,Hainan,Jiangxi,16437
2009,Hainan,Jiangxi,17464
2010,Hainan,Jiangxi,19309
2011,Hainan,Jiangxi,18291
2012,Hainan,Jiangxi,18300
2013,Hainan,Jiangxi,18098
2014,Hainan,Jiangxi,17969
2004,Hainan,Shandong,4196
2005,Hainan,Shandong,4339
2006,Hainan,Shandong,4602
2007,Hainan,Shandong,4875
2008,Hainan,Shandong,5184
2009,Hainan,Shandong,5403
2010,Hainan,Shandong,5867
2011,Hainan,Shandong,5923
2012,Hainan,Shandong,6291
2013,Hainan,Shandong,6582
2014,Hainan,Shandong,6894
2004,Hainan,Henan,15049
2005,Hainan,Henan,15562
2006,Hainan,Henan,17009
2007,Hainan,Henan,18524
2008,Hainan,Henan,20212
2009,Hainan,Henan,21573
2010,Hainan,Henan,23953
2011,Hainan,Henan,22169
2012,Hainan,Henan,21659
2013,Hainan,Henan,20905
2014,Hainan,Henan,20243
2004,Hainan,Hubei,25613
2005,Hainan,Hubei,26486
2006,Hainan,Hubei,26863
2007,Hainan,Hubei,27219
2008,Hainan,Hubei,27695
2009,Hainan,Hubei,27622
2010,Hainan,Hubei,28710
2011,Hainan,Hubei,27116
2012,Hainan,Hubei,27050
2013,Hainan,Hubei,26672
2014,Hainan,Hubei,26403
2004,Hainan,Hunan,44568
2005,Hainan,Hunan,46088
2006,Hainan,Hunan,45356
2007,Hainan,Hunan,44495
2008,Hainan,Hunan,43730
2009,Hainan,Hunan,42012
2010,Hainan,Hunan,41933
2011,Hainan,Hunan,37725
2012,Hainan,Hunan,35744
2013,Hainan,Hunan,33373
2014,Hainan,Hunan,31171
2004,Hainan,Guangdong,59472
2005,Hainan,Guangdong,61500
2006,Hainan,Guangdong,59885
2007,Hainan,Guangdong,58055
2008,Hainan,Guangdong,56300
2009,Hainan,Guangdong,53276
2010,Hainan,Guangdong,52264
2011,Hainan,Guangdong,49618
2012,Hainan,Guangdong,49751
2013,Hainan,Guangdong,49311
2014,Hainan,Guangdong,49066
2004,Hainan,Guangxi,33860
2005,Hainan,Guangxi,35015
2006,Hainan,Guangxi,35668
2007,Hainan,Guangxi,36303
2008,Hainan,Guangxi,37110
2009,Hainan,Guangxi,37190
2010,Hainan,Guangxi,38848
2011,Hainan,Guangxi,35421
2012,Hainan,Guangxi,34058
2013,Hainan,Guangxi,32318
2014,Hainan,Guangxi,30731
2004,Hainan,Chongqing,11431
2005,Hainan,Chongqing,11821
2006,Hainan,Chongqing,12546
2007,Hainan,Chongqing,13297
2008,Hainan,Chongqing,14149
2009,Hainan,Chongqing,14754
2010,Hainan,Chongqing,16030
2011,Hainan,Chongqing,14226
2012,Hainan,Chongqing,13273
2013,Hainan,Chongqing,12178
2014,Hainan,Chongqing,11148
2004,Hainan,Sichuan,46015
2005,Hainan,Sichuan,47584
2006,Hainan,Sichuan,47965
2007,Hainan,Sichuan,48286
2008,Hainan,Sichuan,48801
2009,Hainan,Sichuan,48329
2010,Hainan,Sichuan,49861
2011,Hainan,Sichuan,44701
2012,Hainan,Sichuan,42190
2013,Hainan,Sichuan,39219
2014,Hainan,Sichuan,36451
2004,Hainan,Guizhou,8393
2005,Hainan,Guizhou,8679
2006,Hainan,Guizhou,9227
2007,Hainan,Guizhou,9795
2008,Hainan,Guizhou,10438
2009,Hainan,Guizhou,10900
2010,Hainan,Guizhou,11859
2011,Hainan,Guizhou,11113
2012,Hainan,Guizhou,10997
2013,Hainan,Guizhou,10757
2014,Hainan,Guizhou,10561
2004,Hainan,Yunnan,1158
2005,Hainan,Yunnan,1197
2006,Hainan,Yunnan,2123
2007,Hainan,Yunnan,3108
2008,Hainan,Yunnan,4174
2009,Hainan,Yunnan,5213
2010,Hainan,Yunnan,6553
2011,Hainan,Yunnan,6112
2012,Hainan,Yunnan,6019
2013,Hainan,Yunnan,5857
2014,Hainan,Yunnan,5721
2004,Hainan,Tibet,0
2005,Hainan,Tibet,0
2006,Hainan,Tibet,9
2007,Hainan,Tibet,19
2008,Hainan,Tibet,30
2009,Hainan,Tibet,41
2010,Hainan,Tibet,54
2011,Hainan,Tibet,38
2012,Hainan,Tibet,26
2013,Hainan,Tibet,13
2014,Hainan,Tibet,0
2004,Hainan,Shaanxi,3038
2005,Hainan,Shaanxi,3142
2006,Hainan,Shaanxi,3480
2007,Hainan,Shaanxi,3834
2008,Hainan,Shaanxi,4226
2009,Hainan,Shaanxi,4553
2010,Hainan,Shaanxi,5098
2011,Hainan,Shaanxi,5022
2012,Hainan,Shaanxi,5217
2013,Hainan,Shaanxi,5350
2014,Hainan,Shaanxi,5501
2004,Hainan,Gansu,868
2005,Hainan,Gansu,898
2006,Hainan,Gansu,1277
2007,Hainan,Gansu,1680
2008,Hainan,Gansu,2117
2009,Hainan,Gansu,2535
2010,Hainan,Gansu,3092
2011,Hainan,Gansu,3111
2012,Hainan,Gansu,3295
2013,Hainan,Gansu,3439
2014,Hainan,Gansu,3594
2004,Hainan,Qinghai,145
2005,Hainan,Qinghai,150
2006,Hainan,Qinghai,258
2007,Hainan,Qinghai,373
2008,Hainan,Qinghai,498
2009,Hainan,Qinghai,619
2010,Hainan,Qinghai,776
2011,Hainan,Qinghai,701
2012,Hainan,Qinghai,667
2013,Hainan,Qinghai,625
2014,Hainan,Qinghai,587
2004,Hainan,Ningxia,289
2005,Hainan,Ningxia,299
2006,Hainan,Ningxia,321
2007,Hainan,Ningxia,344
2008,Hainan,Ningxia,369
2009,Hainan,Ningxia,389
2010,Hainan,Ningxia,426
2011,Hainan,Ningxia,396
2012,Hainan,Ningxia,389
2013,Hainan,Ningxia,377
2014,Hainan,Ningxia,367
2004,Hainan,Xinjiang,868
2005,Hainan,Xinjiang,898
2006,Hainan,Xinjiang,1171
2007,Hainan,Xinjiang,1459
2008,Hainan,Xinjiang,1774
2009,Hainan,Xinjiang,2069
2010,Hainan,Xinjiang,2475
2011,Hainan,Xinjiang,2561
2012,Hainan,Xinjiang,2779
2013,Hainan,Xinjiang,2962
2014,Hainan,Xinjiang,3154
2004,Hebei,Beijing,48421
2005,Hebei,Beijing,49679
2006,Hebei,Beijing,49042
2007,Hebei,Beijing,48323
2008,Hebei,Beijing,47770
2009,Hebei,Beijing,46235
2010,Hebei,Beijing,46575
2011,Hebei,Beijing,51077
2012,Hebei,Beijing,58601
2013,Hebei,Beijing,65941
2014,Hebei,Beijing,74003
2004,Hebei,Tianjin,27857
2005,Hebei,Tianjin,28580
2006,Hebei,Tianjin,30658
2007,Hebei,Tianjin,32812
2008,Hebei,Tianjin,35227
2009,Hebei,Tianjin,37035
2010,Hebei,Tianjin,40541
2011,Hebei,Tianjin,38830
2012,Hebei,Tianjin,39237
2013,Hebei,Tianjin,39148
2014,Hebei,Tianjin,39165
2004,Hebei,Shanxi,30482
2005,Hebei,Shanxi,31274
2006,Hebei,Shanxi,32086
2007,Hebei,Shanxi,32908
2008,Hebei,Shanxi,33916
2009,Hebei,Shanxi,34285
2010,Hebei,Shanxi,36142
2011,Hebei,Shanxi,40617
2012,Hebei,Shanxi,47526
2013,Hebei,Shanxi,54351
2014,Hebei,Shanxi,61828
2004,Hebei,Neimenggu,77008
2005,Hebei,Neimenggu,79008
2006,Hebei,Neimenggu,76201
2007,Hebei,Neimenggu,73172
2008,Hebei,Neimenggu,70285
2009,Hebei,Neimenggu,65869
2010,Hebei,Neimenggu,63979
2011,Hebei,Neimenggu,60711
2012,Hebei,Neimenggu,60734
2013,Hebei,Neimenggu,59940
2014,Hebei,Neimenggu,59261
2004,Hebei,Liaoning,30482
2005,Hebei,Liaoning,31274
2006,Hebei,Liaoning,33975
2007,Hebei,Liaoning,36781
2008,Hebei,Liaoning,39902
2009,Hebei,Liaoning,42350
2010,Hebei,Liaoning,46765
2011,Hebei,Liaoning,45773
2012,Hebei,Liaoning,47313
2013,Hebei,Liaoning,48340
2014,Hebei,Liaoning,49580
2004,Hebei,Jilin,30920
2005,Hebei,Jilin,31723
2006,Hebei,Jilin,32632
2007,Hebei,Jilin,33555
2008,Hebei,Jilin,34672
2009,Hebei,Jilin,35140
2010,Hebei,Jilin,37139
2011,Hebei,Jilin,36631
2012,Hebei,Jilin,38161
2013,Hebei,Jilin,39298
2014,Hebei,Jilin,40632
2004,Hebei,Heilongjiang,116095
2005,Hebei,Heilongjiang,119110
2006,Hebei,Heilongjiang,119505
2007,Hebei,Heilongjiang,119801
2008,Hebei,Heilongjiang,120623
2009,Hebei,Heilongjiang,119059
2010,Hebei,Heilongjiang,122477
2011,Hebei,Heilongjiang,118988
2012,Hebei,Heilongjiang,122051
2013,Hebei,Heilongjiang,123715
2014,Hebei,Heilongjiang,125856
2004,Hebei,Shanghai,1020
2005,Hebei,Shanghai,1047
2006,Hebei,Shanghai,1118
2007,Hebei,Shanghai,1192
2008,Hebei,Shanghai,1275
2009,Hebei,Shanghai,1336
2010,Hebei,Shanghai,1458
2011,Hebei,Shanghai,1622
2012,Hebei,Shanghai,1883
2013,Hebei,Shanghai,2139
2014,Hebei,Shanghai,2420
2004,Hebei,Jiangsu,12251
2005,Hebei,Jiangsu,12569
2006,Hebei,Jiangsu,14407
2007,Hebei,Jiangsu,16326
2008,Hebei,Jiangsu,18422
2009,Hebei,Jiangsu,20234
2010,Hebei,Jiangsu,23028
2011,Hebei,Jiangsu,21430
2012,Hebei,Jiangsu,20977
2013,Hebei,Jiangsu,20205
2014,Hebei,Jiangsu,19436
2004,Hebei,Zhejiang,28294
2005,Hebei,Zhejiang,29029
2006,Hebei,Zhejiang,27390
2007,Hebei,Zhejiang,25639
2008,Hebei,Zhejiang,23899
2009,Hebei,Zhejiang,21607
2010,Hebei,Zhejiang,20090
2011,Hebei,Zhejiang,18561
2012,Hebei,Zhejiang,18021
2013,Hebei,Zhejiang,17193
2014,Hebei,Zhejiang,16355
2004,Hebei,Anhui,33107
2005,Hebei,Anhui,33967
2006,Hebei,Anhui,34826
2007,Hebei,Anhui,35693
2008,Hebei,Anhui,36761
2009,Hebei,Anhui,37136
2010,Hebei,Anhui,39121
2011,Hebei,Anhui,37596
2012,Hebei,Anhui,38126
2013,Hebei,Anhui,38185
2014,Hebei,Anhui,38358
2004,Hebei,Fujian,9335
2005,Hebei,Fujian,9577
2006,Hebei,Fujian,10079
2007,Hebei,Fujian,10597
2008,Hebei,Fujian,11189
2009,Hebei,Fujian,11580
2010,Hebei,Fujian,12492
2011,Hebei,Fujian,11989
2012,Hebei,Fujian,12140
2013,Hebei,Fujian,12140
2014,Hebei,Fujian,12175
2004,Hebei,Jiangxi,7438
2005,Hebei,Jiangxi,7631
2006,Hebei,Jiangxi,8509
2007,Hebei,Jiangxi,9423
2008,Hebei,Jiangxi,10429
2009,Hebei,Jiangxi,11267
2010,Hebei,Jiangxi,12641
2011,Hebei,Jiangxi,11674
2012,Hebei,Jiangxi,11328
2013,Hebei,Jiangxi,10802
2014,Hebei,Jiangxi,10268
2004,Hebei,Shandong,35295
2005,Hebei,Shandong,36212
2006,Hebei,Shandong,39612
2007,Hebei,Shandong,43148
2008,Hebei,Shandong,47066
2009,Hebei,Shandong,50200
2010,Hebei,Shandong,55682
2011,Hebei,Shandong,57070
2012,Hebei,Shandong,61706
2013,Hebei,Shandong,65885
2014,Hebei,Shandong,70556
2004,Hebei,Henan,75841
2005,Hebei,Henan,77811
2006,Hebei,Henan,83926
2007,Hebei,Henan,90272
2008,Hebei,Henan,97359
2009,Hebei,Henan,102783
2010,Hebei,Henan,112949
2011,Hebei,Henan,115888
2012,Hebei,Henan,125430
2013,Hebei,Henan,134048
2014,Hebei,Henan,143679
2004,Hebei,Hubei,18231
2005,Hebei,Hubei,18704
2006,Hebei,Hubei,22253
2007,Hebei,Hubei,25963
2008,Hebei,Hubei,29991
2009,Hebei,Hubei,33584
2010,Hebei,Hubei,38843
2011,Hebei,Hubei,36621
2012,Hebei,Hubei,36375
2013,Hebei,Hubei,35619
2014,Hebei,Hubei,34911
2004,Hebei,Hunan,13418
2005,Hebei,Hunan,13766
2006,Hebei,Hunan,14067
2007,Hebei,Hunan,14369
2008,Hebei,Hunan,14750
2009,Hebei,Hunan,14850
2010,Hebei,Hunan,15591
2011,Hebei,Hunan,16889
2012,Hebei,Hunan,19180
2013,Hebei,Hunan,21397
2014,Hebei,Hunan,23836
2004,Hebei,Guangdong,3209
2005,Hebei,Guangdong,3292
2006,Hebei,Guangdong,3718
2007,Hebei,Guangdong,4162
2008,Hebei,Guangdong,4648
2009,Hebei,Guangdong,5062
2010,Hebei,Guangdong,5718
2011,Hebei,Guangdong,5423
2012,Hebei,Guangdong,5421
2013,Hebei,Guangdong,5346
2014,Hebei,Guangdong,5281
2004,Hebei,Guangxi,4229
2005,Hebei,Guangxi,4339
2006,Hebei,Guangxi,4522
2007,Hebei,Guangxi,4710
2008,Hebei,Guangxi,4929
2009,Hebei,Guangxi,5058
2010,Hebei,Guangxi,5411
2011,Hebei,Guangxi,4818
2012,Hebei,Guangxi,4476
2013,Hebei,Guangxi,4045
2014,Hebei,Guangxi,3594
2004,Hebei,Hainan,875
2005,Hebei,Hainan,898
2006,Hebei,Hainan,1058
2007,Hebei,Hainan,1225
2008,Hebei,Hainan,1406
2009,Hebei,Hainan,1567
2010,Hebei,Hainan,1805
2011,Hebei,Hainan,2567
2012,Hebei,Hainan,3499
2013,Hebei,Hainan,4459
2014,Hebei,Hainan,5501
2004,Hebei,Chongqing,9188
2005,Hebei,Chongqing,9427
2006,Hebei,Chongqing,10389
2007,Hebei,Chongqing,11391
2008,Hebei,Chongqing,12497
2009,Hebei,Chongqing,13398
2010,Hebei,Chongqing,14929
2011,Hebei,Chongqing,14043
2012,Hebei,Chongqing,13914
2013,Hebei,Chongqing,13587
2014,Hebei,Chongqing,13275
2004,Hebei,Sichuan,54110
2005,Hebei,Sichuan,55515
2006,Hebei,Sichuan,54767
2007,Hebei,Sichuan,53926
2008,Hebei,Sichuan,53266
2009,Hebei,Sichuan,51511
2010,Hebei,Sichuan,51842
2011,Hebei,Sichuan,47122
2012,Hebei,Sichuan,44880
2013,Hebei,Sichuan,41852
2014,Hebei,Sichuan,38725
2004,Hebei,Guizhou,26107
2005,Hebei,Guizhou,26785
2006,Hebei,Guizhou,23956
2007,Hebei,Guizhou,20958
2008,Hebei,Guizhou,17880
2009,Hebei,Guizhou,14317
2010,Hebei,Guizhou,11134
2011,Hebei,Guizhou,10637
2012,Hebei,Guizhou,10719
2013,Hebei,Guizhou,10664
2014,Hebei,Guizhou,10635
2004,Hebei,Yunnan,6271
2005,Hebei,Yunnan,6434
2006,Hebei,Yunnan,6937
2007,Hebei,Yunnan,7459
2008,Hebei,Yunnan,8043
2009,Hebei,Yunnan,8489
2010,Hebei,Yunnan,9326
2011,Hebei,Yunnan,9197
2012,Hebei,Yunnan,9579
2013,Hebei,Yunnan,9862
2014,Hebei,Yunnan,10195
2004,Hebei,Tibet,146
2005,Hebei,Tibet,150
2006,Hebei,Tibet,219
2007,Hebei,Tibet,291
2008,Hebei,Tibet,368
2009,Hebei,Tibet,441
2010,Hebei,Tibet,538
2011,Hebei,Tibet,448
2012,Hebei,Tibet,381
2013,Hebei,Tibet,303
2014,Hebei,Tibet,220
2004,Hebei,Shaanxi,20419
2005,Hebei,Shaanxi,20949
2006,Hebei,Shaanxi,22097
2007,Hebei,Shaanxi,23282
2008,Hebei,Shaanxi,24632
2009,Hebei,Shaanxi,25544
2010,Hebei,Shaanxi,27606
2011,Hebei,Shaanxi,29423
2012,Hebei,Shaanxi,32954
2013,Hebei,Shaanxi,36325
2014,Hebei,Shaanxi,40045
2004,Hebei,Gansu,12106
2005,Hebei,Gansu,12420
2006,Hebei,Gansu,12419
2007,Hebei,Gansu,12406
2008,Hebei,Gansu,12444
2009,Hebei,Gansu,12235
2010,Hebei,Gansu,12534
2011,Hebei,Gansu,11611
2012,Hebei,Gansu,11307
2013,Hebei,Gansu,10826
2014,Hebei,Gansu,10341
2004,Hebei,Qinghai,3355
2005,Hebei,Qinghai,3442
2006,Hebei,Qinghai,3384
2007,Hebei,Qinghai,3319
2008,Hebei,Qinghai,3265
2009,Hebei,Qinghai,3143
2010,Hebei,Qinghai,3147
2011,Hebei,Qinghai,3350
2012,Hebei,Qinghai,3748
2013,Hebei,Qinghai,4128
2014,Hebei,Qinghai,4547
2004,Hebei,Ningxia,1896
2005,Hebei,Ningxia,1945
2006,Hebei,Ningxia,1990
2007,Hebei,Ningxia,2035
2008,Hebei,Ningxia,2091
2009,Hebei,Ningxia,2108
2010,Hebei,Ningxia,2216
2011,Hebei,Ningxia,2234
2012,Hebei,Ningxia,2377
2013,Hebei,Ningxia,2501
2014,Hebei,Ningxia,2640
2004,Hebei,Xinjiang,2625
2005,Hebei,Xinjiang,2693
2006,Hebei,Xinjiang,2941
2007,Hebei,Xinjiang,3199
2008,Hebei,Xinjiang,3486
2009,Hebei,Xinjiang,3714
2010,Hebei,Xinjiang,4115
2011,Hebei,Xinjiang,4134
2012,Hebei,Xinjiang,4386
2013,Hebei,Xinjiang,4599
2014,Hebei,Xinjiang,4841
2004,Heilongjiang,Beijing,1077
2005,Heilongjiang,Beijing,1047
2006,Heilongjiang,Beijing,1753
2007,Heilongjiang,Beijing,2412
2008,Heilongjiang,Beijing,3041
